"","gene_symbols","IST-MES1","MPP-89","MSTO-211H","NCI-H2052","NCI-H226","NCI-H2369","NCI-H2373","NCI-H2452","NCI-H2461","NCI-H2591","NCI-H2595","NCI-H2722","NCI-H2731","NCI-H2795","NCI-H28","NCI-H2803","NCI-H2804","NCI-H2810","NCI-H2818","NCI-H2869","NCI-H290"
"138","ACAD9","4.0","2.0","4.0","4.0","2.0","3.0","2.0","4.0","5.0","1.0","3.0","4.0","3.0","2.0","3.0","2.0","4.0","2.0","4.0","1.0","3.0"
"139","ACAD10","3.0","2.0","4.0","4.0","2.0","6.0","2.0","4.0","7.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","4.0"
"140","ACAD11","4.0","2.0","4.0","4.0","1.0","3.0","2.0","4.0","5.0","1.0","4.0","4.0","3.0","2.0","4.0","2.0","4.0","2.0","4.0","1.0","3.0"
"141","ACADL","4.0","1.0","2.0","4.0","1.0","3.0","2.0","2.0","5.0","2.0","3.0","4.0","3.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","3.0"
"142","ACADM","3.0","2.0","4.0","3.0","2.0","4.0","2.0","2.0","4.0","1.0","4.0","5.0","2.0","2.0","5.0","2.0","3.0","3.0","4.0","1.0","2.0"
"143","ACADS","3.0","2.0","4.0","4.0","2.0","6.0","2.0","4.0","6.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","4.0"
"144","ACADSB","3.0","2.0","3.0","4.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","2.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","2.0","3.0"
"145","ACADVL","3.0","2.0","4.0","3.0","2.0","2.0","2.0","5.0","4.0","1.0","3.0","4.0","2.0","2.0","3.0","2.0","2.0","3.0","4.0","2.0","4.0"
"146","ACAN","3.0","2.0","3.0","3.0","3.0","4.0","2.0","4.0","4.0","3.0","3.0","4.0","2.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","3.0"
"147","ACAP1","3.0","2.0","4.0","3.0","2.0","2.0","2.0","5.0","4.0","1.0","3.0","4.0","2.0","2.0","3.0","2.0","2.0","3.0","4.0","2.0","4.0"
"148","ACAP2","4.0","2.0","4.0","3.0","2.0","3.0","2.0","4.0","5.0","1.0","4.0","4.0","3.0","2.0","4.0","2.0","4.0","4.0","4.0","1.0","3.0"
"149","ACAP2-IT1","4.0","2.0","4.0","3.0","2.0","3.0","2.0","4.0","5.0","1.0","4.0","4.0","3.0","2.0","4.0","2.0","4.0","4.0","4.0","1.0","3.0"
"150","ACAP3","2.0","2.0","3.0","3.0","2.0","4.0","1.0","4.0","4.0","1.0","3.0","2.0","2.0","1.0","2.0","2.0","3.0","3.0","4.0","1.0","2.0"
"151","ACAT1","3.0","1.0","3.0","5.0","2.0","4.0","1.0","4.0","4.0","2.0","3.0","4.0","2.0","1.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"152","ACAT2","3.0","3.0","2.0","3.0","2.0","4.0","2.0","4.0","5.0","1.0","4.0","4.0","4.0","1.0","4.0","2.0","2.0","4.0","2.0","2.0","2.0"
"153","ACBD3","3.0","3.0","3.0","3.0","1.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","3.0","4.0"
"154","ACBD4","4.0","2.0","4.0","4.0","2.0","4.0","2.0","4.0","6.0","2.0","3.0","4.0","3.0","3.0","4.0","2.0","4.0","4.0","4.0","2.0","4.0"
"155","ACBD5","3.0","2.0","3.0","3.0","2.0","4.0","2.0","6.0","5.0","2.0","1.0","4.0","1.0","2.0","4.0","2.0","3.0","3.0","4.0","2.0","4.0"
"156","ACBD6","2.0","3.0","3.0","1.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","2.0","2.0","5.0","2.0","5.0","2.0","4.0","3.0","5.0"
"157","ACBD7","3.0","2.0","3.0","3.0","2.0","4.0","2.0","2.0","5.0","1.0","1.0","4.0","1.0","2.0","4.0","2.0","2.0","3.0","4.0","2.0","4.0"
"158","ACCS","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","1.0","3.0"
"159","ACCSL","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","1.0","3.0"
"160","ACD","3.0","2.0","5.0","4.0","2.0","3.0","2.0","4.0","6.0","2.0","3.0","2.0","2.0","2.0","3.0","2.0","4.0","3.0","4.0","1.0","4.0"
"161","ACE","4.0","2.0","4.0","4.0","2.0","4.0","2.0","4.0","6.0","2.0","4.0","4.0","3.0","3.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0"
"162","ACE2","4.0","2.0","2.0","5.0","1.0","3.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0"
"163","ACER1","4.0","2.0","3.0","4.0","2.0","4.0","2.0","4.0","4.0","1.0","3.0","4.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"164","ACER2","2.0","2.0","4.0","3.0","2.0","2.0","2.0","2.0","3.0","1.0","2.0","2.0","3.0","2.0","2.0","1.0","2.0","4.0","3.0","2.0","2.0"
"165","ACER3","3.0","1.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"166","ACHE","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","1.0","4.0","3.0","4.0","2.0","3.0"
"167","ACIN1","4.0","3.0","4.0","3.0","2.0","2.0","2.0","2.0","3.0","1.0","4.0","4.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","1.0","2.0"
"168","ACKR1","2.0","3.0","3.0","4.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","3.0","4.0"
"169","ACKR2","2.0","3.0","3.0","4.0","2.0","3.0","2.0","2.0","3.0","2.0","2.0","2.0","1.0","2.0","5.0","2.0","2.0","4.0","4.0","1.0","2.0"
"170","ACKR3","4.0","1.0","4.0","4.0","2.0","3.0","2.0","2.0","5.0","2.0","3.0","4.0","3.0","2.0","5.0","1.0","4.0","3.0","4.0","2.0","3.0"
"171","ACKR4","4.0","2.0","4.0","4.0","1.0","3.0","2.0","4.0","5.0","1.0","4.0","4.0","3.0","2.0","4.0","2.0","4.0","2.0","4.0","1.0","3.0"
"172","ACLY","4.0","2.0","4.0","4.0","2.0","4.0","2.0","4.0","6.0","2.0","4.0","4.0","3.0","3.0","4.0","2.0","4.0","4.0","4.0","2.0","4.0"
"173","ACMSD","4.0","2.0","4.0","4.0","2.0","3.0","2.0","3.0","5.0","2.0","3.0","4.0","3.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","3.0"
"174","ACO1","2.0","2.0","4.0","4.0","1.0","2.0","2.0","2.0","3.0","1.0","2.0","2.0","3.0","2.0","2.0","1.0","2.0","4.0","3.0","2.0","3.0"
"175","ACO2","2.0","2.0","2.0","3.0","1.0","3.0","1.0","2.0","3.0","1.0","4.0","2.0","2.0","2.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"176","ACOD1","2.0","2.0","3.0","3.0","2.0","2.0","3.0","2.0","4.0","2.0","3.0","2.0","2.0","2.0","4.0","2.0","2.0","2.0","2.0","2.0","3.0"
"177","ACOT1","4.0","3.0","2.0","3.0","2.0","3.0","2.0","2.0","3.0","1.0","3.0","4.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","1.0","3.0"
"178","ACOT2","4.0","3.0","2.0","3.0","2.0","3.0","2.0","2.0","3.0","1.0","3.0","4.0","2.0","2.0","2.0","1.0","2.0","3.0","0.0","1.0","3.0"
"179","ACOT4","4.0","3.0","2.0","3.0","2.0","3.0","2.0","2.0","3.0","1.0","3.0","4.0","2.0","2.0","2.0","1.0","2.0","3.0","0.0","1.0","3.0"
"180","ACOT6","4.0","3.0","2.0","3.0","2.0","3.0","2.0","2.0","3.0","1.0","3.0","4.0","2.0","2.0","2.0","1.0","2.0","3.0","0.0","1.0","3.0"
"181","ACOT7","2.0","2.0","3.0","3.0","2.0","4.0","1.0","4.0","4.0","1.0","3.0","2.0","2.0","1.0","2.0","1.0","3.0","3.0","2.0","1.0","2.0"
"182","ACOT8","4.0","4.0","3.0","6.0","2.0","4.0","2.0","4.0","6.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","4.0"
"183","ACOT9","4.0","2.0","2.0","5.0","1.0","3.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0"
"184","ACOT11","3.0","2.0","4.0","3.0","2.0","4.0","2.0","4.0","4.0","2.0","4.0","5.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","1.0","4.0"
"185","ACOT12","3.0","2.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","4.0","3.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","4.0"
"186","ACOT13","4.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"187","ACOX1","4.0","2.0","4.0","5.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","3.0","3.0","5.0","2.0","4.0","3.0","4.0","2.0","4.0"
"188","ACOX2","2.0","3.0","3.0","4.0","2.0","2.0","2.0","2.0","3.0","2.0","1.0","2.0","3.0","2.0","5.0","2.0","2.0","4.0","4.0","1.0","2.0"
"189","ACOX3","3.0","2.0","4.0","3.0","2.0","3.0","1.0","4.0","3.0","2.0","3.0","3.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","1.0","3.0"
"190","ACOXL","4.0","2.0","4.0","4.0","2.0","3.0","2.0","3.0","5.0","2.0","3.0","4.0","3.0","2.0","5.0","2.0","4.0","3.0","4.0","2.0","4.0"
"191","ACP1","2.0","3.0","4.0","6.0","2.0","3.0","2.0","4.0","5.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","4.0"
"192","ACP2","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","1.0","3.0"
"193","ACP4","4.0","3.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","1.0","3.0"
"194","ACP5","4.0","2.0","3.0","4.0","2.0","4.0","2.0","4.0","4.0","1.0","3.0","4.0","3.0","2.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"195","ACP6","4.0","3.0","3.0","4.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","5.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","3.0","4.0"
"196","ACPP","4.0","2.0","4.0","4.0","2.0","3.0","2.0","4.0","5.0","1.0","4.0","4.0","3.0","2.0","4.0","2.0","4.0","2.0","4.0","1.0","3.0"
"197","ACR","2.0","2.0","2.0","3.0","1.0","3.0","1.0","2.0","3.0","1.0","2.0","2.0","2.0","2.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"198","ACRBP","3.0","2.0","4.0","4.0","2.0","3.0","1.0","4.0","3.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","4.0","3.0","4.0","1.0","4.0"
"199","ACRV1","3.0","1.0","3.0","5.0","2.0","3.0","1.0","4.0","4.0","2.0","3.0","4.0","2.0","1.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"200","ACSBG1","3.0","2.0","3.0","3.0","3.0","4.0","2.0","4.0","5.0","2.0","3.0","4.0","2.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","3.0"
"201","ACSBG2","4.0","2.0","3.0","4.0","2.0","4.0","2.0","4.0","4.0","1.0","3.0","4.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"202","ACSF2","4.0","2.0","4.0","4.0","2.0","4.0","2.0","5.0","6.0","2.0","4.0","4.0","3.0","3.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0"
"203","ACSF3","4.0","2.0","2.0","4.0","2.0","3.0","2.0","4.0","3.0","2.0","2.0","2.0","2.0","2.0","3.0","2.0","4.0","3.0","4.0","1.0","2.0"
"204","ACSL1","3.0","2.0","4.0","3.0","2.0","4.0","2.0","2.0","5.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","2.0","1.0","3.0"
"205","ACSL3","4.0","1.0","4.0","4.0","2.0","3.0","2.0","2.0","5.0","2.0","1.0","3.0","3.0","2.0","5.0","1.0","3.0","3.0","4.0","2.0","3.0"
"206","ACSL4","4.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","3.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0"
"207","ACSL5","3.0","2.0","2.0","4.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","2.0","2.0","2.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"208","ACSL6","4.0","2.0","3.0","4.0","2.0","4.0","2.0","4.0","6.0","2.0","4.0","4.0","2.0","2.0","5.0","2.0","4.0","4.0","4.0","2.0","3.0"
"209","ACSM1","3.0","2.0","3.0","4.0","2.0","3.0","2.0","3.0","5.0","2.0","4.0","3.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","3.0"
"210","ACSM2A","3.0","2.0","3.0","4.0","2.0","3.0","2.0","3.0","5.0","2.0","4.0","3.0","2.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","3.0"
"211","ACSM2B","3.0","2.0","3.0","4.0","2.0","3.0","2.0","3.0","5.0","2.0","4.0","3.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","3.0"
"212","ACSM3","3.0","2.0","3.0","4.0","2.0","3.0","2.0","3.0","5.0","2.0","4.0","3.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","3.0"
"213","ACSM4","3.0","2.0","4.0","4.0","2.0","3.0","1.0","4.0","3.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","4.0","3.0","4.0","1.0","4.0"
"214","ACSM5","3.0","2.0","3.0","4.0","2.0","3.0","2.0","3.0","5.0","2.0","4.0","3.0","2.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","3.0"
"215","ACSM6","3.0","2.0","2.0","4.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","5.0","2.0","1.0","4.0","2.0","3.0","3.0","4.0","2.0","3.0"
"216","ACSS1","4.0","2.0","3.0","6.0","2.0","3.0","2.0","4.0","6.0","2.0","3.0","4.0","2.0","2.0","3.0","1.0","4.0","3.0","4.0","2.0","3.0"
"217","ACSS2","4.0","4.0","3.0","6.0","2.0","4.0","2.0","4.0","5.0","2.0","2.0","4.0","3.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","4.0"
"218","ACSS3","3.0","2.0","4.0","4.0","3.0","4.0","2.0","4.0","6.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","4.0"
"219","ACTA1","3.0","3.0","3.0","4.0","1.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","3.0","4.0"
"220","ACTA2","3.0","2.0","2.0","4.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","5.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","2.0","3.0"
"221","ACTB","4.0","2.0","4.0","3.0","3.0","6.0","2.0","4.0","9.0","2.0","4.0","4.0","4.0","3.0","4.0","2.0","4.0","4.0","4.0","3.0","4.0"
"222","ACTBL2","4.0","2.0","4.0","4.0","2.0","4.0","2.0","4.0","3.0","2.0","2.0","4.0","3.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","4.0"
"223","ACTBP1","4.0","2.0","2.0","2.0","1.0","3.0","1.0","2.0","2.0","1.0","2.0","3.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0"
"224","ACTBP6","4.0","3.0","3.0","7.0","2.0","4.0","2.0","3.0","6.0","2.0","2.0","4.0","3.0","3.0","3.0","1.0","5.0","4.0","2.0","2.0","4.0"
"225","ACTBP7","2.0","2.0","3.0","3.0","1.0","3.0","2.0","4.0","5.0","1.0","3.0","4.0","2.0","2.0","5.0","1.0","3.0","3.0","4.0","2.0","3.0"
"226","ACTBP8","3.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","3.0","4.0","1.0","4.0","2.0","2.0","4.0","2.0","2.0","2.0"
"227","ACTBP11","3.0","3.0","3.0","4.0","1.0","4.0","2.0","3.0","6.0","2.0","2.0","4.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","3.0","4.0"
"228","ACTBP12","3.0","2.0","4.0","3.0","2.0","2.0","1.0","2.0","3.0","1.0","3.0","4.0","2.0","2.0","5.0","1.0","3.0","3.0","4.0","1.0","2.0"
"229","ACTC1","2.0","2.0","3.0","4.0","1.0","4.0","2.0","4.0","5.0","1.0","3.0","2.0","2.0","2.0","5.0","1.0","3.0","2.0","4.0","2.0","3.0"
"230","ACTG1","4.0","2.0","4.0","4.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","3.0","3.0","5.0","2.0","4.0","3.0","4.0","2.0","4.0"
"231","ACTG1P1","4.0","2.0","4.0","4.0","2.0","3.0","2.0","4.0","5.0","1.0","4.0","4.0","3.0","2.0","4.0","2.0","4.0","2.0","4.0","1.0","3.0"
"232","ACTG1P2","1.0","14.0","13.0","1.0","10.0","14.0","0.0","14.0","14.0","8.0","0.0","10.0","0.0","4.0","14.0","0.0","14.0","0.0","14.0","0.0","9.0"
"233","ACTG1P3","4.0","2.0","3.0","5.0","1.0","3.0","2.0","4.0","6.0","2.0","3.0","4.0","2.0","2.0","3.0","1.0","4.0","3.0","4.0","2.0","3.0"
"234","ACTG1P4","3.0","2.0","4.0","3.0","2.0","2.0","1.0","2.0","3.0","1.0","3.0","5.0","2.0","2.0","5.0","1.0","2.0","3.0","4.0","1.0","2.0"
"235","ACTG1P9","4.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"236","ACTG1P10","4.0","2.0","2.0","2.0","1.0","3.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0"
"237","ACTG1P11","1.0","14.0","13.0","1.0","10.0","14.0","0.0","14.0","14.0","10.0","0.0","10.0","0.0","13.0","14.0","0.0","14.0","0.0","14.0","0.0","12.0"
"238","ACTG2","4.0","2.0","4.0","6.0","2.0","3.0","2.0","4.0","5.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","3.0","2.0","4.0"
"239","ACTL6A","4.0","2.0","4.0","4.0","2.0","3.0","2.0","4.0","5.0","1.0","4.0","4.0","3.0","2.0","4.0","2.0","4.0","4.0","4.0","1.0","3.0"
"240","ACTL6B","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","1.0","4.0","3.0","4.0","2.0","3.0"
"241","ACTL7A","3.0","3.0","4.0","4.0","2.0","4.0","2.0","4.0","5.0","2.0","3.0","4.0","3.0","2.0","5.0","1.0","4.0","4.0","4.0","2.0","4.0"
"242","ACTL7B","3.0","3.0","4.0","4.0","2.0","4.0","2.0","4.0","5.0","2.0","3.0","4.0","3.0","2.0","5.0","1.0","4.0","4.0","4.0","2.0","4.0"
"243","ACTL8","2.0","2.0","3.0","3.0","2.0","4.0","1.0","4.0","4.0","1.0","3.0","3.0","2.0","1.0","2.0","2.0","3.0","3.0","4.0","1.0","2.0"
"244","ACTL9","4.0","2.0","3.0","4.0","2.0","4.0","2.0","4.0","4.0","1.0","3.0","4.0","3.0","2.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"245","ACTL10","4.0","4.0","5.0","6.0","2.0","4.0","2.0","4.0","6.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","4.0"
"246","ACTN1","4.0","3.0","4.0","3.0","2.0","3.0","2.0","2.0","3.0","1.0","3.0","4.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","1.0","3.0"
"247","ACTN2","3.0","3.0","3.0","3.0","1.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","3.0","4.0"
"248","ACTN3","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"249","ACTN4","4.0","3.0","2.0","4.0","2.0","2.0","2.0","2.0","4.0","2.0","3.0","4.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","1.0","3.0"
"250","ACTR1A","3.0","2.0","2.0","4.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","2.0","2.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"251","ACTR1B","4.0","2.0","4.0","6.0","2.0","3.0","2.0","4.0","5.0","2.0","3.0","5.0","3.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","4.0"
"252","ACTR2","4.0","2.0","4.0","6.0","2.0","3.0","2.0","4.0","5.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","3.0","2.0","3.0","2.0","4.0"
"253","ACTR3","4.0","2.0","4.0","4.0","2.0","3.0","2.0","3.0","5.0","2.0","3.0","4.0","3.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","4.0"
"254","ACTR3B","4.0","2.0","4.0","2.0","2.0","2.0","2.0","4.0","5.0","2.0","4.0","4.0","3.0","1.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"255","ACTR3BP2","4.0","2.0","4.0","7.0","2.0","3.0","2.0","4.0","5.0","2.0","3.0","5.0","3.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","4.0"
"256","ACTR3BP4","3.0","2.0","4.0","4.0","2.0","4.0","1.0","2.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","1.0","2.0"
"257","ACTR3BP5","3.0","2.0","3.0","4.0","2.0","4.0","2.0","6.0","5.0","1.0","3.0","4.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","2.0","4.0"
"258","ACTR3BP6","2.0","2.0","3.0","4.0","1.0","6.0","1.0","4.0","3.0","1.0","4.0","4.0","2.0","2.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"259","ACTR3C","4.0","2.0","4.0","2.0","2.0","2.0","2.0","4.0","5.0","2.0","4.0","4.0","3.0","1.0","4.0","2.0","4.0","3.0","4.0","2.0","3.0"
"260","ACTR3P2","4.0","2.0","2.0","0.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0"
"261","ACTR3P3","4.0","2.0","3.0","4.0","2.0","3.0","2.0","4.0","5.0","1.0","4.0","4.0","3.0","2.0","4.0","2.0","4.0","4.0","4.0","1.0","3.0"
"262","ACTR5","4.0","4.0","3.0","6.0","2.0","4.0","2.0","4.0","6.0","2.0","5.0","4.0","3.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","4.0"
"263","ACTR6","3.0","2.0","4.0","4.0","2.0","6.0","2.0","4.0","7.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","4.0"
"264","ACTR8","2.0","3.0","3.0","4.0","2.0","2.0","2.0","2.0","3.0","2.0","1.0","2.0","1.0","1.0","5.0","2.0","2.0","3.0","4.0","1.0","2.0"
"265","ACTR10","4.0","3.0","4.0","3.0","2.0","3.0","2.0","2.0","3.0","1.0","3.0","4.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","1.0","3.0"
"266","ACTRT1","4.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","3.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0"
"267","ACTRT2","2.0","2.0","3.0","3.0","2.0","4.0","1.0","4.0","4.0","1.0","3.0","3.0","2.0","1.0","2.0","2.0","3.0","3.0","4.0","1.0","2.0"
"268","ACVR1","4.0","2.0","4.0","4.0","2.0","3.0","2.0","3.0","5.0","2.0","3.0","4.0","3.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","3.0"
"269","ACVR1B","3.0","2.0","4.0","4.0","3.0","4.0","2.0","4.0","6.0","2.0","3.0","4.0","3.0","2.0","4.0","1.0","4.0","3.0","4.0","2.0","4.0"
"270","ACVR1C","4.0","2.0","4.0","4.0","2.0","3.0","2.0","3.0","5.0","2.0","3.0","4.0","3.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","3.0"
"271","ACVR2A","4.0","2.0","4.0","4.0","2.0","3.0","2.0","3.0","5.0","2.0","3.0","4.0","3.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","3.0"
"272","ACVR2B","4.0","3.0","3.0","4.0","2.0","3.0","1.0","2.0","3.0","2.0","2.0","2.0","3.0","2.0","5.0","2.0","2.0","4.0","4.0","1.0","2.0"
"273","ACVRL1","3.0","2.0","4.0","4.0","3.0","4.0","2.0","4.0","6.0","2.0","3.0","4.0","3.0","2.0","4.0","1.0","4.0","3.0","4.0","2.0","4.0"
"274","ACY1","2.0","3.0","3.0","4.0","2.0","2.0","2.0","2.0","3.0","2.0","","0.0","1.0","1.0","5.0","2.0","2.0","3.0","4.0","1.0","2.0"
"275","ACY3","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"276","ACYP1","4.0","3.0","4.0","3.0","2.0","3.0","2.0","2.0","3.0","1.0","3.0","4.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","1.0","3.0"
"277","ACYP2","4.0","3.0","4.0","6.0","2.0","3.0","2.0","4.0","5.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","3.0","4.0","3.0","2.0","4.0"
"278","ADA","4.0","4.0","3.0","6.0","2.0","4.0","2.0","4.0","6.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","4.0"
"279","ADA2","2.0","2.0","3.0","4.0","1.0","3.0","1.0","4.0","3.0","1.0","4.0","2.0","2.0","2.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"280","ADAD1","3.0","2.0","4.0","4.0","2.0","4.0","2.0","2.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","1.0","2.0"
"281","ADAD2","4.0","2.0","2.0","4.0","2.0","3.0","2.0","4.0","4.0","2.0","3.0","2.0","2.0","2.0","3.0","2.0","4.0","3.0","4.0","1.0","3.0"
"282","ADAL","2.0","2.0","3.0","3.0","1.0","3.0","2.0","4.0","5.0","1.0","3.0","4.0","2.0","2.0","5.0","1.0","3.0","3.0","4.0","2.0","3.0"
"283","ADAM1A","3.0","2.0","4.0","4.0","2.0","6.0","2.0","4.0","7.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","4.0"
